id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
14021,F,1.3125,1.05,0.3625,23.416687,9.6671795,5.51397775,7.01650125,11.0
14022,F,1.325,1.0625,0.325,23.85610425,8.97261675,5.1312595,6.9456275,12.0
14023,I,0.6375,0.4625,0.15,2.05533875,0.7654365,0.29766975,0.56699,5.0
14024,M,1.1,0.8625,0.35,14.571643,5.8116475,3.67126025,5.386405,13.0
14025,I,1.3125,1.025,0.3125,20.0430965,9.695529,4.03980375,5.31553125,9.0
14026,I,0.6375,0.475,0.1375,2.0695135,0.737087,0.35436875,0.5953395,6.0
14027,M,1.875,1.375,0.45,56.075311,23.91280325,9.8372765,12.757275,18.0
14028,F,1.5375,1.175,0.3875,27.158821,12.643877,5.8683465,7.5126175,10.0
14029,F,1.375,1.075,0.375,23.5584345,10.9145575,5.40057975,6.9456275,10.0
14030,M,1.625,1.3125,0.475,43.30386125,18.46969925,10.87203325,12.757275,10.0
14031,I,1.25,1.025,0.3875,18.69649525,7.32834575,4.80524025,5.556502,8.0
14032,F,1.5625,1.2375,0.4125,36.95357325,16.03164225,8.88756825,9.355335,10.0
14033,F,1.6875,1.325,0.425,43.1762885,19.6462035,10.149121,11.4815475,12.0
14034,M,1.425,1.1,0.325,23.88445375,10.41844125,4.57844425,6.80388,11.0
14035,F,1.175,0.8875,0.3,13.48018725,5.82582225,2.56562975,4.53592,9.0
14036,M,1.625,1.25,0.5125,33.55163325,12.34620725,7.10154975,10.0640725,13.0
14037,M,1.525,1.2,0.375,30.94347925,14.5432935,6.577084,8.3631025,9.0
14038,I,0.7,0.55,0.2125,2.721552,1.14815475,0.58116475,0.850485,5.0
14039,I,0.7375,0.55,0.1875,3.92640575,1.4458245,0.680388,1.2190285,5.0
14040,I,0.5125,0.3875,0.1125,1.54504775,0.49611625,0.396893,0.283495,5.0
14041,I,0.9625,0.725,0.225,7.10154975,3.58621175,1.7293195,2.26796,7.0
14042,M,1.425,1.125,0.3875,26.40755925,11.793392,6.4353365,8.3631025,9.0
14043,F,1.4375,1.1,0.4,24.720764,9.525432,5.40057975,8.3631025,10.0
14044,I,0.875,0.65,0.25,6.08096775,2.67902775,1.31825175,1.984465,5.0
14045,I,0.475,0.325,0.1125,0.75126175,0.2551455,0.1417475,0.2551455,4.0
14046,I,1.175,0.9375,0.325,14.628342,6.0951425,3.2601925,4.819415,9.0
14047,I,0.6875,0.5125,0.1625,3.04757125,1.247378,0.77961125,0.907184,1.0
14048,F,1.6375,1.3125,0.45,38.838815,16.40018575,9.31281075,10.0640725,10.0
14049,M,1.425,1.1125,0.3625,27.0170735,11.18387775,6.22271525,7.2291225,10.0
14050,M,1.275,1.0,0.325,18.4555245,7.44174375,3.9405805,5.51397775,8.0
14051,M,1.5625,1.225,0.3875,34.302895,17.61921425,6.95980225,8.9300925,10.0
14052,I,0.95,0.725,0.225,7.29999625,3.55786225,1.7293195,2.26796,8.0
14053,I,1.15,0.875,0.3,12.47378,5.6699,2.56562975,4.53592,8.0
14054,M,0.975,0.75,0.275,8.12213175,3.33106625,1.8994165,2.4097075,9.0
14055,F,1.425,1.075,0.425,27.669112,12.99824575,5.6982495,6.0951425,8.0
14056,M,1.45,1.15,0.4,32.6869735,13.50853675,6.4920355,8.3631025,10.0
14057,F,1.45,1.1375,0.425,31.581343,14.04717725,7.3992195,8.9300925,9.0
14058,M,1.675,1.3125,0.425,42.2124055,19.901349,9.22776225,11.12717875,10.0
14059,I,1.225,0.95,0.3125,14.44407025,6.98815175,2.59397925,4.6776675,8.0
14060,M,0.7125,0.525,0.1625,3.005047,1.17650425,0.80796075,0.850485,6.0
14061,I,0.3875,0.325,0.1125,0.8221355,0.35436875,0.18427175,0.24097075,4.0
14062,M,1.4375,1.175,0.4875,28.98736375,12.48795475,6.39281225,10.20582,15.0
14063,M,0.75,0.55,0.1625,3.515338,1.474174,0.80796075,0.9922325,6.0
14064,M,1.5375,1.1875,0.45,33.40988575,13.4660125,7.0023265,8.8166945,12.0
14065,I,1.075,0.8,0.25,10.41844125,4.46504625,2.9199985,3.40194,8.0
14066,M,1.4375,1.0875,0.35,25.684647,7.654365,5.556502,8.788345,10.0
14067,I,0.875,0.6625,0.2125,5.10291,2.4097075,1.190679,1.8427175,7.0
14068,I,0.8125,0.6,0.1875,4.309124,1.6726205,0.75126175,1.417475,6.0
14069,M,1.575,1.2375,0.4375,37.98833,16.93882625,9.3836845,9.4970825,12.0
14070,F,1.5,1.25,0.4125,32.205032,11.736693,6.066793,8.50485,14.0
14071,M,1.45,1.1125,0.375,23.51591025,9.8372765,3.855532,6.23689,11.0
14072,I,1.0625,0.85,0.3125,11.0846545,4.77689075,2.6365035,3.685435,7.0
14073,I,0.9,0.675,0.2125,6.08096775,2.67902775,1.31825175,1.984465,7.0
14074,M,1.525,1.175,0.3875,34.60056475,15.77649675,7.3425205,8.7599955,10.0
14075,M,1.7125,1.375,0.4625,47.86813075,22.01338675,10.36174225,13.4660125,10.0
14076,I,0.925,0.7,0.2125,7.58349125,3.2601925,1.65844575,2.11203775,7.0
14077,I,0.725,0.525,0.15,2.16873675,1.26155275,0.56699,0.850485,5.0
14078,I,0.925,0.725,0.225,7.72523875,3.2601925,1.85689225,2.4097075,7.0
14079,M,1.375,1.0625,0.35,24.0687255,8.5331995,5.953395,7.2291225,12.0
14080,F,1.3125,1.0,0.325,18.4555245,8.8733935,4.025629,4.9611625,9.0
14081,M,1.175,0.8875,0.275,12.076887,4.2807745,2.6932025,4.252425,7.0
14082,I,1.175,0.9375,0.3125,16.8112535,6.973977,3.86970675,5.10291,8.0
14083,F,1.425,1.125,0.4,24.73493875,10.149121,5.3013565,7.087375,12.0
14084,I,1.275,0.9875,0.325,18.6256215,8.46232575,4.03980375,4.819415,7.0
14085,I,0.875,0.6625,0.1875,6.27941425,2.45223175,1.63009625,1.927766,7.0
14086,M,1.425,1.125,0.3625,24.99008425,8.40562675,4.63514325,7.2291225,21.0
14087,M,0.95,0.7125,0.25,7.4559185,3.44446425,1.74349425,2.4097075,9.0
14088,M,1.0375,0.775,0.25,10.3475675,4.9044635,2.33883375,2.9766975,8.0
14089,I,1.2375,0.95,0.3125,16.68368075,8.09378225,3.72795925,4.479221,8.0
14090,M,1.5,1.2875,0.425,27.499015,12.3320325,5.783298,11.056305,12.0
14091,F,1.6,1.25,0.4125,32.545226,15.52135125,6.917278,8.6465975,11.0
14092,F,1.55,1.2125,0.4,31.3828965,13.6928085,6.90310325,7.93786,8.0
14093,F,1.3875,1.1125,0.375,27.68328675,9.39785925,6.08096775,8.221355,18.0
14094,M,1.35,1.0375,0.375,22.75047375,10.5176645,4.7343665,6.6621325,9.0
14095,I,0.9,0.6875,0.25,6.95980225,3.1467945,1.51669825,2.1262125,6.0
14096,F,1.2125,0.9375,0.3125,15.932419,7.3992195,3.515338,4.819415,10.0
14097,I,0.4,0.3,0.05,0.5953395,0.21262125,0.12757275,0.1417475,4.0
14098,M,1.45,1.2,0.4,26.01066625,10.262519,5.48562825,7.37087,10.0
14099,M,1.4,1.1125,0.4125,27.839209,12.757275,4.9044635,7.5126175,9.0
14100,M,1.675,1.375,0.425,38.782116,17.690088,8.40562675,10.3475675,11.0
14101,F,0.9625,0.725,0.3625,10.27669375,2.48058125,1.8427175,3.96893,20.0
14102,F,1.6,1.25,0.475,34.6147395,16.329312,6.64795775,9.08601475,11.0
14103,F,1.7,1.3125,0.4,49.32813,17.78931125,9.8372765,16.44271,20.0
14104,I,1.025,0.75,0.225,8.63242275,3.40194,1.88524175,2.551455,7.0
14105,F,1.1875,0.9,0.35,14.35902175,5.82582225,2.9766975,4.53592,11.0
14106,I,1.1375,0.8125,0.3,11.77921725,5.0178615,2.9766975,3.118445,8.0
14107,I,1.225,0.9375,0.3375,15.5071765,6.16601625,3.98310475,5.2446575,14.0
14108,I,1.0,0.8125,0.275,9.05766525,4.06815325,1.65844575,3.2034935,8.0
14109,F,1.4375,1.125,0.3875,26.32251075,10.149121,6.2652395,6.70465675,11.0
14110,F,1.5875,1.3125,0.4375,38.22930075,17.19397175,8.57572375,11.3398,12.0
14111,M,1.475,1.15,0.3875,25.51455,10.90038275,5.499803,7.087375,10.0
14112,F,1.775,1.375,0.4875,49.32813,20.638436,10.149121,13.891255,11.0
14113,I,1.475,1.1375,0.375,26.94619975,12.54465375,5.556502,7.83863675,11.0
14114,F,1.525,1.2,0.425,30.0221205,14.004653,5.5848515,8.788345,12.0
14115,I,0.7125,0.5375,0.1625,3.005047,1.417475,0.58116475,0.850485,5.0
14116,F,1.625,1.275,0.4125,38.96638775,15.478827,8.448151,11.056305,13.0
14117,I,0.9375,0.7125,0.2125,9.73805325,5.556502,1.65844575,2.83495,7.0
14118,I,0.575,0.4,0.125,1.814368,0.7654365,0.4252425,0.510291,4.0
14119,M,1.2125,0.9375,0.3,15.9607685,6.90310325,3.33106625,4.1673765,8.0
14120,I,1.1625,0.9125,0.3,16.68368075,7.314171,3.061746,5.2446575,9.0
14121,F,1.1875,0.8875,0.275,13.48018725,5.6982495,2.5798045,4.3941725,7.0
14122,M,1.425,1.1,0.375,26.988724,10.9712565,5.54232725,7.83863675,9.0
14123,F,1.5125,1.175,0.375,26.20911275,12.43125575,6.08096775,8.1930055,9.0
14124,I,0.675,0.5,0.15,3.005047,1.45999925,0.6520385,0.9922325,7.0
14125,F,1.4875,1.1125,0.4375,24.8058125,7.18659825,4.6209685,8.6465975,8.0
14126,I,1.1375,0.9,0.3125,13.25339125,5.953395,2.67902775,4.53592,8.0
14127,F,1.4,1.1,0.375,25.51455,8.7032965,5.40057975,7.087375,19.0
14128,M,1.5625,1.225,0.4125,31.18445,12.587178,8.3631025,8.9300925,10.0
14129,F,1.625,1.275,0.4875,44.4236665,20.525038,10.319218,12.2186345,9.0
14130,I,1.1,0.85,0.25,14.04717725,6.2652395,2.50893075,3.96893,9.0
14131,F,1.4625,1.15,0.3875,27.22969475,12.47378,5.216308,7.654365,9.0
14132,M,1.575,1.275,0.375,34.5013415,16.329312,8.20718025,8.03708325,9.0
14133,F,1.6,1.3125,0.4375,35.19590425,13.99047825,7.824462,11.1980525,19.0
14134,M,1.375,1.075,0.3625,21.0069795,9.82310175,4.9044635,6.633783,10.0
14135,M,1.6125,1.2625,0.45,36.4291075,17.27902025,8.60407325,8.9300925,10.0
14136,I,1.125,0.825,0.275,12.99824575,5.51397775,2.65067825,3.5436875,7.0
14137,I,1.25,0.9625,0.3,15.762322,7.200773,3.175144,4.9611625,7.0
14138,I,1.1625,0.8875,0.3125,13.3526145,6.02426875,2.891649,3.40194,7.0
14139,F,1.6375,1.275,0.4125,38.88133925,16.54193325,9.53960675,11.90679,11.0
14140,M,1.4125,1.125,0.3875,29.18581025,12.0485375,6.066793,9.4970825,11.0
14141,I,1.05,0.825,0.25,11.1413535,4.6776675,2.56562975,3.01922175,9.0
14142,I,1.3,1.0375,0.4,21.035329,8.8733935,5.48562825,5.9250455,8.0
14143,I,1.175,0.8875,0.3125,14.16057525,6.73300625,2.8066005,4.3941725,9.0
14144,M,1.325,1.0875,0.375,20.3265915,7.3992195,4.706017,5.6699,10.0
14145,M,1.5125,1.175,0.4625,31.99241075,13.7495075,7.200773,10.0640725,14.0
14146,M,1.5,1.1875,0.425,32.034935,13.834556,7.52679225,8.9300925,14.0
14147,M,1.55,1.2,0.4,33.8776525,14.6566915,7.27164675,9.2135875,10.0
14148,M,1.5625,1.2125,0.4,31.524644,13.834556,7.3992195,10.9145575,10.0
14149,F,1.6875,1.3625,0.4625,47.230267,19.447757,11.5949455,13.60776,11.0
14150,M,1.525,1.175,0.4125,29.63940225,13.60776,5.443104,8.9300925,10.0
14151,F,1.2625,0.9875,0.3125,17.349894,7.81028725,4.06815325,4.819415,8.0
14152,I,1.0875,0.825,0.25,10.33339275,4.5075705,2.67902775,2.9766975,7.0
14153,I,0.875,0.5875,0.225,5.00368675,2.31048425,0.92135875,1.644271,7.0
14154,M,1.6125,1.275,0.425,41.23434775,17.61921425,9.87980075,10.56018875,9.0
14155,M,1.5125,1.2375,0.375,34.5013415,15.0535845,8.221355,8.391452,11.0
14156,I,1.175,0.925,0.3,14.44407025,6.73300625,2.9766975,4.252425,9.0
14157,I,0.875,0.6375,0.225,6.0384435,2.6932025,0.963883,1.984465,7.0
14158,M,1.375,1.075,0.3625,24.7491135,12.0485375,5.556502,6.6621325,10.0
14159,M,1.4625,1.225,0.4125,27.895908,13.08329425,4.57844425,7.087375,9.0
14160,I,1.0875,0.85,0.25,11.60912025,4.592619,2.36718325,3.8271825,7.0
14161,I,1.0625,0.8125,0.25,10.33339275,4.5075705,2.33883375,2.9766975,7.0
14162,F,1.6375,1.35,0.4375,42.297454,17.70426275,11.226402,11.7650425,11.0
14163,I,1.325,1.025,0.325,21.659018,8.15048125,5.1312595,6.0951425,8.0
14164,M,1.4125,1.075,0.3375,24.22464775,11.226402,5.03203625,6.80388,8.0
14165,M,1.625,1.25,0.425,34.5580405,14.38737125,7.767763,10.489315,11.0
14166,M,1.2625,0.975,0.35,16.896302,7.087375,3.81300775,5.10291,9.0
14167,M,1.5625,1.1375,0.4125,37.0527965,14.231449,8.03708325,9.07184,15.0
14168,I,1.3125,0.95,0.3,17.02387475,8.1930055,3.345241,5.2446575,8.0
14169,F,1.4375,1.175,0.4,28.7180435,11.0846545,5.783298,9.922325,17.0
14170,I,0.8375,0.55,0.2,5.8116475,2.154562,1.03475675,1.5592225,4.0
14171,M,1.7375,1.4125,0.4625,49.5265765,24.76328825,9.8939755,12.757275,11.0
14172,I,0.925,0.7125,0.2125,6.70465675,2.31048425,1.43164975,1.984465,6.0
14173,F,1.3125,1.0125,0.3875,26.26581175,7.484268,5.71242425,7.7961125,18.0
14174,M,1.4375,1.125,0.3875,27.68328675,12.68640125,5.93922025,7.5126175,9.0
14175,F,1.5125,1.175,0.3875,35.096681,14.5999925,7.27164675,8.83086925,9.0
14176,I,0.875,0.6625,0.1875,5.3013565,1.91359125,1.190679,1.40330025,7.0
14177,M,1.5125,1.1625,0.375,29.7386255,14.401546,7.1724235,6.80388,8.0
14178,M,1.5,1.25,0.3875,31.808139,15.52135125,6.93145275,8.7599955,9.0
14179,I,1.375,1.1125,0.35,23.189891,10.9712565,4.9044635,5.953395,11.0
14180,I,0.8875,0.6625,0.225,6.08096775,2.721552,1.14815475,1.77184375,7.0
14181,M,1.5,1.1875,0.4,29.6819265,12.96989625,7.49844275,8.9300925,10.0
14182,F,1.4375,1.125,0.375,26.54930675,10.13494625,6.19436575,7.087375,15.0
14183,M,1.5,1.2,0.3875,33.1972645,13.70698325,6.67630725,9.63883,11.0
14184,M,1.5625,1.2,0.3625,31.2694985,13.2959155,6.78970525,7.5126175,11.0
14185,I,1.15,0.9375,0.3125,15.43630275,6.973977,3.18931875,4.6776675,8.0
14186,M,1.575,1.2625,0.45,34.62891425,13.2392165,8.60407325,9.355335,11.0
14187,F,1.45,1.1875,0.4,26.54930675,10.21999475,5.76912325,8.50485,17.0
14188,F,1.5625,1.2375,0.425,35.50774875,15.01106025,8.20718025,10.20582,9.0
14189,I,0.95,0.6875,0.225,7.10154975,3.005047,1.4458245,2.1262125,6.0
14190,M,0.6875,0.5125,0.175,3.005047,1.54504775,0.60951425,0.907184,5.0
14191,I,1.1625,0.8875,0.3125,13.53688625,5.6699,2.48058125,4.9611625,9.0
14192,F,1.25,0.975,0.3375,16.40018575,5.6982495,3.4869885,5.6699,16.0
14193,M,1.425,1.175,0.425,31.51046925,10.61688775,5.726599,10.0640725,15.0
14194,I,1.0875,0.825,0.2875,10.44679075,4.29494925,2.25378525,2.96252275,8.0
14195,M,1.4,1.1625,0.375,25.1460065,9.90815025,5.499803,7.12989925,11.0
14196,M,1.2875,1.0,0.375,25.060958,10.19164525,6.3219385,8.3631025,9.0
14197,F,1.4625,1.15,0.375,31.18445,11.69416875,7.52679225,9.4970825,11.0
14198,F,1.1875,0.8875,0.3125,14.118051,6.860579,3.231843,4.3941725,10.0
14199,F,1.5,1.175,0.4125,31.62386725,14.514944,6.98815175,9.355335,10.0
14200,I,0.7125,0.5125,0.1875,3.04757125,1.54504775,0.60951425,0.850485,4.0
14201,M,1.6625,1.2875,0.45,40.5681345,16.4143605,10.2341695,13.324265,12.0
14202,I,0.7375,0.575,0.2125,3.96893,1.5025235,0.80796075,1.417475,6.0
14203,F,1.575,1.225,0.3875,34.03357475,16.4710595,7.597666,7.5126175,9.0
14204,F,1.45,1.15,0.3625,27.68328675,13.93377925,4.8477645,7.5126175,9.0
14205,F,1.7625,1.4125,0.4875,49.90929475,24.79163775,10.16329575,12.47378,9.0
14206,F,1.45,1.125,0.4,28.76056775,15.7339725,5.159609,7.087375,10.0
14207,M,1.525,1.1875,0.4125,32.205032,15.03940975,7.78193775,8.0796075,10.0
14208,F,1.6875,1.275,0.4375,35.4652245,15.762322,8.674947,10.489315,12.0
14209,F,1.525,1.2,0.4125,31.638042,13.93377925,6.76135575,9.922325,16.0
14210,M,1.5625,1.2,0.4125,35.777069,17.70426275,6.95980225,9.355335,9.0
14211,I,1.2625,1.0125,0.3125,19.7029025,8.901743,4.3941725,5.03203625,9.0
14212,M,1.3375,1.0625,0.375,20.70930975,8.68912175,4.89028875,7.9095105,9.0
14213,M,1.775,1.375,0.5,53.6089045,27.045423,13.947954,12.47378,13.0
14214,M,1.4625,1.15,0.4125,27.08794725,11.113004,5.556502,8.3631025,19.0
14215,M,1.4125,1.1125,0.4,31.808139,8.9300925,6.16601625,10.0640725,14.0
14216,I,1.1625,0.9,0.275,14.04717725,5.74077375,3.86970675,4.1106775,7.0
14217,I,0.9,0.675,0.225,6.350288,2.7499015,1.14815475,1.8427175,7.0
14218,M,1.4375,1.125,0.4125,28.08017975,10.7444605,5.783298,10.489315,12.0
14219,F,1.4,1.1125,0.4125,30.0221205,12.20445975,6.36446275,9.525432,11.0
14220,M,1.575,1.225,0.45,33.92017675,13.96212875,6.59125875,8.788345,11.0
14221,I,1.25,1.025,0.3,14.33067225,6.36446275,3.50116325,3.78465825,7.0
14222,F,1.575,1.1875,0.4125,37.6197865,15.80484625,9.62465525,8.788345,10.0
14223,M,1.4375,1.1,0.425,24.79163775,11.49572225,6.36446275,8.0796075,8.0
14224,M,1.575,1.275,0.4375,39.2640575,16.0741665,8.37727725,11.52407175,10.0
14225,M,1.6,1.25,0.3875,35.76289425,14.13222575,7.52679225,9.4970825,11.0
14226,I,1.2875,1.0,0.3125,17.08057375,7.3992195,3.78465825,4.9611625,11.0
14227,I,1.05,0.825,0.2875,9.752228,4.72019175,2.67902775,2.83495,7.0
14228,M,1.3,0.975,0.3625,18.01610725,8.66077225,3.8838815,4.40834725,9.0
14229,M,1.525,1.2,0.3625,27.499015,12.99824575,5.6699,7.93786,8.0
14230,F,1.45,1.1875,0.4,37.194544,15.0535845,7.7961125,9.922325,10.0
14231,I,0.6875,0.5125,0.1625,2.608154,0.963883,0.60951425,0.850485,6.0
14232,M,1.5875,1.2625,0.4625,36.85435,16.5844575,8.3631025,10.61688775,14.0
14233,I,1.3375,1.0,0.35,22.58037675,10.432616,4.40834725,6.520385,8.0
14234,F,1.5625,1.2375,0.4375,32.16250775,14.3164975,7.3425205,8.9300925,13.0
14235,I,0.7,0.525,0.2,3.3168915,1.28990225,0.80796075,0.850485,7.0
14236,M,1.25,1.0,0.3375,16.34348675,6.05261825,4.66349275,5.046211,10.0
14237,M,1.725,1.3125,0.425,49.32813,23.99785175,11.7083435,13.60776,12.0
14238,F,1.3125,0.9875,0.4125,22.5945515,6.917278,3.2601925,7.2291225,20.0
14239,I,1.2125,0.925,0.275,15.43630275,6.6054335,2.73572675,4.1106775,8.0
14240,F,1.6,1.25,0.3875,36.7126025,17.78931125,8.60407325,8.77417025,8.0
14241,I,1.2125,0.9625,0.325,18.030282,8.66077225,3.84135725,3.40194,8.0
14242,F,1.5875,1.2625,0.4125,37.7331845,15.0535845,7.44174375,11.056305,10.0
14243,I,0.975,0.7375,0.2875,8.9867915,3.7137845,2.041164,2.9199985,7.0
14244,M,1.4875,1.175,0.4,27.03124825,9.25611175,5.71242425,8.6465975,18.0
14245,F,1.3,0.9875,0.35,19.60367925,11.0846545,4.082328,4.3941725,8.0
14246,F,1.75,1.325,0.5,47.56677425,20.97863,10.19164525,14.74174,10.0
14247,I,0.6375,0.4875,0.15,2.608154,1.190679,0.56699,0.850485,3.0
14248,I,0.9125,0.6875,0.225,7.93786,3.92640575,1.68679525,2.4097075,9.0
14249,I,0.9875,0.775,0.225,8.06543275,3.35941575,1.80019325,2.2963095,7.0
14250,F,1.425,1.1625,0.375,29.9654215,14.628342,6.690482,6.76135575,9.0
14251,I,1.0625,0.8,0.225,10.41844125,4.74854125,1.8994165,2.9766975,7.0
14252,I,1.125,0.8375,0.2625,12.94154675,5.953395,2.721552,3.40194,7.0
14253,I,1.125,0.825,0.3,9.73805325,4.57844425,1.77184375,3.33106625,8.0
14254,I,0.925,0.725,0.225,6.577084,2.36718325,1.23320325,2.1262125,8.0
14255,F,1.5,1.1625,0.375,28.462898,15.01106025,6.0951425,6.87475375,8.0
14256,I,0.8125,0.6,0.1875,3.515338,1.2757275,0.907184,1.13398,6.0
14257,M,1.525,1.175,0.4125,28.44872325,12.48795475,5.5848515,7.2291225,11.0
14258,I,0.8375,0.6,0.1875,4.6209685,2.0128145,1.0489315,1.417475,7.0
14259,I,1.4125,1.075,0.325,20.08562075,8.4198015,4.649318,5.5281525,10.0
14260,M,1.425,1.125,0.3875,27.68328675,13.834556,5.613201,7.7961125,9.0
14261,I,1.0625,0.775,0.2875,10.149121,4.025629,1.8427175,3.2601925,8.0
14262,F,1.4625,1.1375,0.3625,27.14464625,11.793392,6.78970525,6.6621325,10.0
14263,M,1.3375,1.15,0.375,23.26076475,9.53960675,4.4508715,7.5126175,12.0
14264,I,1.05,0.7875,0.2125,8.618248,3.6570855,2.0128145,2.70737725,7.0
14265,F,1.625,1.3125,0.4375,35.76289425,13.79203175,8.29222875,10.3475675,12.0
14266,M,1.175,0.9375,0.3,14.81261375,6.05261825,3.01922175,4.819415,9.0
14267,I,0.7875,0.6,0.15,4.06815325,1.54504775,0.8788345,1.26155275,5.0
14268,M,1.525,1.2,0.4625,31.6096925,13.2959155,7.824462,10.77281,9.0
14269,I,0.8125,0.6125,0.1875,4.09650275,1.5025235,0.97805775,1.417475,6.0
14270,M,1.6375,1.275,0.5,40.38386275,17.73261225,11.0279555,12.2186345,11.0
14271,I,1.3,1.0,0.3125,15.87572,7.654365,3.231843,5.159609,8.0
14272,I,1.0625,0.8125,0.25,9.19941275,3.96893,1.417475,2.67902775,7.0
14273,M,1.425,1.125,0.3625,28.73221825,11.43902325,6.2085405,6.6621325,8.0
14274,F,1.375,1.0625,0.3875,24.8058125,10.47514025,4.80524025,7.087375,9.0
14275,F,1.275,1.0,0.3875,22.1976585,8.09378225,5.2446575,6.520385,10.0
14276,I,0.9375,0.7,0.2,7.81028725,3.69960975,1.82854275,2.05533875,7.0
14277,F,1.475,1.1875,0.4375,28.10852925,11.75086775,5.71242425,8.6465975,15.0
14278,M,1.4125,1.1,0.3375,22.75047375,8.8733935,5.74077375,7.93786,10.0
14279,I,0.8625,0.675,0.2,5.71242425,2.73572675,1.37495075,1.5592225,6.0
14280,F,1.525,1.1875,0.3875,27.68328675,12.54465375,6.22271525,7.7961125,10.0
14281,M,1.2,0.95,0.35,17.7184375,8.6465975,4.53592,4.9611625,9.0
14282,I,0.95,0.725,0.25,6.33611325,2.9766975,1.57339725,2.26796,7.0
14283,I,0.95,0.75,0.2375,7.98038425,3.55786225,1.5592225,2.551455,7.0
14284,F,1.4875,1.1875,0.4,31.62386725,14.401546,8.00873375,8.221355,14.0
14285,I,0.95,0.675,0.2375,6.56290925,2.53728025,1.6726205,2.26796,7.0
14286,F,1.65,1.3,0.475,43.6298805,16.5844575,10.602713,12.190285,12.0
14287,M,1.3,1.0125,0.325,19.66037825,8.83086925,4.2240755,5.953395,9.0
14288,F,1.8,1.425,0.45,60.96559975,30.46153775,11.566596,12.3320325,11.0
14289,M,1.625,1.3125,0.4375,36.78347625,16.17338975,6.98815175,11.3398,11.0
14290,F,1.5875,1.2125,0.4375,35.30930225,13.93377925,6.59125875,9.355335,10.0
14291,M,1.4375,1.125,0.35,27.78251,9.99319875,5.0745605,8.0796075,8.0
14292,I,0.675,0.5125,0.2,2.59397925,0.8788345,0.4819415,0.850485,6.0
14293,I,1.1125,0.8625,0.3125,10.21999475,4.989512,2.33883375,3.40194,7.0
14294,I,1.55,1.2125,0.4125,31.808139,10.64523725,6.33611325,10.6310625,20.0
14295,I,1.325,1.0375,0.35,18.313777,7.52679225,4.15320175,6.633783,13.0
14296,I,0.775,0.5875,0.175,3.38776525,1.360776,0.7654365,0.850485,6.0
14297,F,1.2625,1.0,0.3625,19.20678625,7.95203475,3.7137845,5.953395,14.0
14298,M,1.2625,0.975,0.3125,17.463292,9.6671795,3.75630875,5.6699,8.0
14299,M,1.525,1.225,0.35,31.70891575,16.25843825,6.81805475,8.3631025,9.0
14300,F,1.2125,0.9,0.3625,18.01610725,7.9095105,3.6003865,5.386405,9.0
14301,F,1.2875,0.975,0.3,16.0741665,7.1157245,3.8271825,4.9611625,9.0
14302,F,1.7125,1.375,0.5125,44.43784125,20.2131935,10.149121,13.437663,11.0
14303,I,0.475,0.325,0.15,0.963883,0.396893,0.226796,0.283495,5.0
14304,F,1.2125,0.9375,0.3,16.896302,5.59902625,3.50116325,4.9611625,11.0
14305,F,1.6375,1.225,0.4375,36.55668025,15.03940975,8.74582075,9.2135875,9.0
14306,F,1.6125,1.225,0.45,34.6147395,15.6205745,7.41339425,9.8372765,10.0
14307,F,1.5625,1.2,0.4,32.431828,14.33067225,6.7755305,9.0434905,10.0
14308,I,0.825,0.6625,0.225,5.0745605,2.48058125,1.14815475,1.5592225,6.0
14309,F,1.525,1.175,0.375,36.117263,16.726205,8.0229085,8.9300925,10.0
14310,F,1.375,1.0375,0.3375,21.659018,9.2135875,5.556502,6.50621025,10.0
14311,M,1.6125,1.225,0.425,30.83008125,14.84096325,6.3219385,8.77417025,9.0
14312,M,1.525,1.1875,0.425,31.6096925,10.035723,6.19436575,9.922325,21.0
14313,F,1.45,1.1,0.3625,20.28406725,8.845044,4.7343665,6.6621325,12.0
14314,M,1.5875,1.225,0.4125,34.99745775,14.628342,6.95980225,9.2135875,10.0
14315,M,1.3875,1.025,0.3375,24.097075,11.38232425,4.77689075,7.2291225,9.0
14316,M,1.75,1.35,0.5,45.472598,16.7545545,8.334753,16.44271,24.0
14317,I,1.1625,0.875,0.2875,12.82814875,5.74077375,2.8066005,3.96893,8.0
14318,M,1.575,1.225,0.4,32.6869735,15.77649675,7.0023265,7.07320025,9.0
14319,M,1.1375,0.8875,0.2625,12.74310025,4.63514325,2.721552,4.252425,9.0
14320,I,1.2375,0.95,0.3,17.05222425,7.15824875,4.082328,5.10291,9.0
14321,M,1.0875,0.8875,0.2875,11.94931425,5.556502,2.70737725,3.685435,7.0
14322,F,1.2125,0.925,0.2875,16.40018575,7.47009325,3.4869885,4.3941725,10.0
14323,I,1.025,0.7875,0.225,9.31281075,3.98310475,1.871067,2.551455,8.0
14324,M,1.2875,0.9875,0.325,15.43630275,7.200773,3.27436725,4.3941725,12.0
14325,M,1.525,1.2,0.4,34.0194,14.75591475,7.35669525,8.6465975,10.0
14326,M,1.5,1.125,0.375,26.3933845,10.77281,5.93922025,8.788345,11.0
14327,I,0.875,0.6875,0.225,6.36446275,2.7499015,1.00640725,1.8427175,6.0
14328,M,1.5625,1.25,0.425,37.0527965,16.74037975,7.257472,10.20582,10.0
14329,F,1.6375,1.2625,0.45,38.51279575,16.48523425,9.525432,11.056305,10.0
